resultId,raceId,driverId,position,fastestLapTime
24050,1002,832,8,01:23.5
24051,1002,840,9,01:24.1
24052,1002,845,10,01:24.6
24053,1002,844,11,01:23.8
24054,1002,838,12,01:24.5
24055,1002,807,13,01:24.8
24056,1002,842,14,01:24.1
24057,1002,828,15,01:24.8
24058,1002,825,16,01:23.8
24059,1002,817,null,01:25.7
24060,1002,4,null,01:25.2
24061,1002,843,null,01:27.0
24062,1002,154,null,null
24023,1001,20,1,01:46.6
24024,1001,1,2,01:46.7
24025,1001,830,3,01:46.9
24026,1001,822,4,01:46.3
24027,1001,815,5,01:48.1
24028,1001,839,6,01:48.1
24029,1001,154,7,01:48.3
24030,1001,825,8,01:47.9
24031,1001,842,9,01:48.6
24032,1001,828,10,01:48.7
24033,1001,832,11,01:48.7
24034,1001,845,12,01:49.1
24035,1001,840,13,01:49.3
24036,1001,843,14,01:48.8
24037,1001,838,15,01:49.0
24038,1001,817,null,01:49.2
24039,1001,8,null,01:54.3
24040,1001,844,null,null
24041,1001,4,null,null
24042,1001,807,null,null
24003,1000,1,1,01:21.1
24004,1000,20,2,01:20.1
24005,1000,8,3,01:20.3
24006,1000,817,4,01:20.0
24007,1000,822,5,01:21.7
24008,1000,842,6,01:21.7
24009,1000,825,7,01:21.3
24010,1000,4,8,01:22.1
24011,1000,832,9,01:22.8
24012,1000,154,10,01:22.6
24013,1000,843,11,01:22.6
24014,1000,807,12,01:21.3
24015,1000,839,13,01:22.9
24016,1000,815,14,01:23.3
24017,1000,828,15,01:23.7
24018,1000,845,16,01:23.7
24019,1000,840,17,01:22.7
24020,1000,838,null,01:23.1
24021,1000,830,null,01:24.0
24022,1000,844,null,null
23983,999,1,1,01:15.5
23984,999,822,2,01:15.7
23985,999,8,3,01:16.0
23986,999,830,4,01:15.9
23987,999,807,5,01:17.9
23988,999,154,6,01:16.7
23989,999,815,7,01:17.9
23990,999,839,8,01:17.9
23991,999,828,9,01:17.7
23992,999,843,10,01:17.7
23993,999,825,11,01:17.7
23994,999,832,12,01:17.4
23995,999,838,13,01:17.5
23996,999,842,14,01:17.8
23997,999,844,15,01:17.9
23998,999,4,16,01:17.7
23999,999,840,null,01:18.9
24000,999,20,null,01:17.3
24001,999,845,null,01:18.9
24002,999,817,null,01:18.3
23962,998,20,1,01:30.7
23963,998,1,2,01:31.2
23964,998,8,3,01:30.8
23965,998,822,4,01:31.4
23966,998,817,5,01:31.6
23967,998,807,6,01:33.4
23968,998,839,7,01:33.6
23969,998,4,8,01:33.5
23970,998,825,9,01:33.6
23971,998,815,10,01:33.5
23972,998,838,11,01:33.6
23973,998,840,12,01:33.9
23974,998,842,13,01:33.5
23975,998,845,14,01:34.6
23982,998,843,null,null
23977,998,830,null,01:32.0
23978,998,154,null,01:34.4
23979,998,832,null,01:34.6
23980,998,828,null,01:33.7
23981,998,844,null,01:35.2
23942,997,830,1,01:07.4
23943,997,8,2,01:07.0
23944,997,20,3,01:07.1
23945,997,154,4,01:09.1
23946,997,825,5,01:08.5
23947,997,839,6,01:08.8
23948,997,815,7,01:08.5
23949,997,4,8,01:08.7
23950,997,844,9,01:09.0
23951,997,828,10,01:08.2
23952,997,842,11,01:09.3
23953,997,832,12,01:08.8
23954,997,845,13,01:09.0
23955,997,840,14,01:09.2
23956,997,838,15,01:08.9
23957,997,1,null,01:07.2
23958,997,843,null,01:09.2
23959,997,817,null,01:07.6
23960,997,822,null,01:09.0
23961,997,807,null,01:10.4
23922,996,1,1,01:34.5
23923,996,830,2,01:34.3
23924,996,8,3,01:34.4
23925,996,817,4,01:35.4
23926,996,20,5,01:34.5
23927,996,825,6,01:35.4
23928,996,822,7,01:34.2
23929,996,832,8,01:35.6
23930,996,807,9,01:35.9
23931,996,844,10,01:36.0
23932,996,154,11,01:35.7
23933,996,838,12,01:36.7
23934,996,828,13,01:36.5
23935,996,843,14,01:36.8
23936,996,845,15,01:38.3
23937,996,4,16,01:35.1
23938,996,840,17,01:38.3
23939,996,815,null,01:38.3
23940,996,839,null,null
23941,996,842,null,null
23902,995,20,1,01:14.0
23903,995,822,2,01:14.0
23904,995,830,3,01:13.9
23905,995,817,4,01:14.2
23906,995,1,5,01:14.2
23907,995,8,6,01:14.1
23908,995,807,7,01:15.6
23909,995,832,8,01:15.7
23910,995,839,9,01:15.6
23911,995,844,10,01:15.5
23912,995,842,11,01:15.7
23913,995,154,12,01:15.5
23914,995,825,13,01:15.4
23915,995,815,14,01:15.1
23916,995,828,15,01:16.4
23917,995,838,16,01:15.8
23918,995,845,17,01:15.9
23919,995,4,null,01:16.2
23920,995,843,null,null
23921,995,840,null,null
23882,994,817,1,01:15.6
23883,994,20,2,01:16.1
23884,994,1,3,01:16.3
23885,994,8,4,01:16.4
23886,994,822,5,01:16.3
23887,994,839,6,01:17.0
23888,994,842,7,01:17.1
23889,994,807,8,01:16.1
23890,994,830,9,01:14.3
23891,994,832,10,01:17.5
23892,994,828,11,01:16.9
23893,994,815,12,01:17.5
23894,994,825,13,01:17.5
23895,994,838,14,01:16.9
23896,994,154,15,01:14.8
23897,994,845,16,01:15.3
23898,994,840,17,01:14.9
23899,994,844,null,01:17.7
23900,994,843,null,01:17.2
23901,994,4,null,01:17.0
23862,993,1,1,01:19.1
23863,993,822,2,01:19.5
23864,993,830,3,01:19.4
23865,993,20,4,01:19.1
23866,993,817,5,01:18.4
23867,993,825,6,01:20.2
23868,993,832,7,01:21.3
23869,993,4,8,01:20.7
23870,993,815,9,01:21.1
23871,993,844,10,01:22.1
23872,993,840,11,01:22.1
23873,993,843,12,01:21.4
23874,993,828,13,01:22.5
23875,993,845,14,01:22.7
23876,993,838,null,01:22.6
23877,993,839,null,01:22.1
23878,993,8,null,01:21.5
23879,993,154,null,null
23880,993,842,null,null
23881,993,807,null,null
23842,992,1,1,01:45.4
23843,992,8,2,01:46.5
23844,992,815,3,01:46.2
23845,992,20,4,01:45.5
23846,992,832,5,01:46.9
23847,992,844,6,01:47.4
23848,992,4,7,01:47.4
23849,992,840,8,01:46.8
23850,992,838,9,01:47.7
23851,992,843,10,01:48.3
23852,992,828,11,01:47.9
23853,992,842,12,01:48.0
23854,992,825,13,01:48.2
23855,992,822,null,01:45.1
23856,992,154,null,01:46.9
23857,992,830,null,01:45.8
23858,992,817,null,01:45.4
23859,992,807,null,01:48.9
23860,992,839,null,null
23861,992,845,null,null
23822,991,817,1,01:35.8
23823,991,822,2,01:37.0
23824,991,8,3,01:36.5
23825,991,1,4,01:36.9
23826,991,830,5,01:36.2
23827,991,807,6,01:36.9
23828,991,4,7,01:37.2
23829,991,20,8,01:37.5
23830,991,832,9,01:37.8
23831,991,825,10,01:38.2
23832,991,839,11,01:38.0
23833,991,815,12,01:37.7
23834,991,838,13,01:38.1
23835,991,840,14,01:38.5
23836,991,845,15,01:38.6
23837,991,828,16,01:38.4
23838,991,154,17,01:37.4
23839,991,842,18,01:38.4
23840,991,844,19,01:38.8
23841,991,843,20,01:39.4
23802,990,20,1,01:34.5
23803,990,822,2,01:33.7
23804,990,1,3,01:34.0
23805,990,842,4,01:34.9
23806,990,825,5,01:34.3
23807,990,807,6,01:34.7
23808,990,4,7,01:34.2
23809,990,838,8,01:35.1
23810,990,828,9,01:35.1
23811,990,839,10,01:35.0
23812,990,832,11,01:35.5
23813,990,844,12,01:35.1
23814,990,154,13,01:34.7
23815,990,840,14,01:35.1
23816,990,845,15,01:34.1
23817,990,815,16,01:35.3
23818,990,843,17,01:34.6
23819,990,8,null,01:34.3
23820,990,830,null,null
23821,990,817,null,null
23782,989,20,1,01:26.5
23783,989,1,2,01:26.4
23784,989,8,3,01:26.4
23785,989,817,4,01:25.9
23786,989,4,5,01:27.0
23787,989,830,6,01:26.9
23788,989,807,7,01:27.1
23789,989,822,8,01:27.0
23790,989,838,9,01:27.0
23791,989,832,10,01:27.9
23792,989,815,11,01:27.6
23793,989,839,12,01:27.6
23794,989,844,13,01:28.8
23795,989,840,14,01:28.5
23796,989,843,15,01:28.2
23797,989,154,null,01:28.8
23798,989,825,null,01:29.5
23799,989,842,null,01:30.6
23800,989,828,null,01:32.2
23801,989,845,null,01:32.6
